"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, int>, long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, int>, long, long)",70000,442893119,6327.044557,1.37,1760,230403,12602.641068
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real3> >, chrono::fsi::sph::Real3>, long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real3> >, chrono::fsi::sph::Real3>, long, long)",63000,328250113,5210.319254,1.01,1600,15840,4958.899630
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real4> >, chrono::fsi::sph::Real4>, long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real4> >, chrono::fsi::sph::Real4>, long, long)",28000,321758040,11491.358571,0.9917,3520,29280,7541.946904
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_merge_sort_block_merge_config<rocprim::ROCPRIM_400200_NS::default_config, unsigned int, unsigned int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::merge_sort_block_merge_impl<rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer>, ihipStream_t*, bool, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::vsmem_t)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*>(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*) const::{lambda(auto:1)#3}, rocprim::ROCPRIM_400200_NS::detail::merge_oddeven_config_selector>(rocprim::ROCPRIM_400200_NS::detail::merge_sort_block_merge_impl<rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer>, ihipStream_t*, bool, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::vsmem_t)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*>(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*) const::{lambda(auto:1)#3})",50917,312533877,6138.104700,0.9633,4640,9600,742.455586
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_reduce_config<rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> >, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::reduce_impl<true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> > >(void*, unsigned long&, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, unsigned long, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> >, ihipStream_t*, bool)::{lambda(auto:1)#9}, rocprim::ROCPRIM_400200_NS::detail::default_config_selector>(rocprim::ROCPRIM_400200_NS::detail::reduce_impl<true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> > >(void*, unsigned long&, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, unsigned long, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> >, ihipStream_t*, bool)::{lambda(auto:1)#9})",38080,262702000,6898.686975,0.8097,4000,8960,540.701495
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_merge_sort_block_merge_config<rocprim::ROCPRIM_400200_NS::default_config, unsigned int, unsigned int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::merge_sort_block_merge_impl<rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer>, ihipStream_t*, bool, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::vsmem_t)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >(unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >) const::{lambda(auto:1)#3}, rocprim::ROCPRIM_400200_NS::detail::merge_oddeven_config_selector>(rocprim::ROCPRIM_400200_NS::detail::merge_sort_block_merge_impl<rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::radix_merge_compare<false, false, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer>, ihipStream_t*, bool, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::vsmem_t)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >(unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >) const::{lambda(auto:1)#3})",41397,241815402,5841.375027,0.7453,4480,8000,479.229065
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_radix_sort_block_sort_config<rocprim::ROCPRIM_400200_NS::kernel_config<256u, 4u, 4294967295u>, unsigned int, unsigned int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::radix_sort_block_sort<rocprim::ROCPRIM_400200_NS::kernel_config<256u, 4u, 4294967295u>, false, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, rocprim::ROCPRIM_400200_NS::identity_decomposer>(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int&, rocprim::ROCPRIM_400200_NS::identity_decomposer, unsigned int, unsigned int, ihipStream_t*, bool)::{lambda(auto:1)#1}, rocprim::ROCPRIM_400200_NS::detail::radix_sort_config_selector>(rocprim::ROCPRIM_400200_NS::detail::radix_sort_block_sort<rocprim::ROCPRIM_400200_NS::kernel_config<256u, 4u, 4294967295u>, false, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, rocprim::ROCPRIM_400200_NS::identity_decomposer>(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int&, rocprim::ROCPRIM_400200_NS::identity_decomposer, unsigned int, unsigned int, ihipStream_t*, bool)::{lambda(auto:1)#1})",13799,234658621,17005.480180,0.7233,14720,20640,558.930561
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_scan_config<rocprim::ROCPRIM_400200_NS::default_config, int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, true, true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, int, chrono::fsi::sph::ActivityScanOp, int>(void*, unsigned long&, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, int, unsigned long, chrono::fsi::sph::ActivityScanOp, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, false> >(std::integral_constant<bool, false>, std::integral_constant<bool, false>) const::{lambda(auto:1)#1}, rocprim::ROCPRIM_400200_NS::detail::default_config_selector>(rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, true, true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, int, chrono::fsi::sph::ActivityScanOp, int>(void*, unsigned long&, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, int, unsigned long, chrono::fsi::sph::ActivityScanOp, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, false> >(std::integral_constant<bool, false>, std::integral_constant<bool, false>) const::{lambda(auto:1)#1})",14000,229056305,16361.164643,0.7060,15200,19201,320.154594
"chrono::fsi::sph::fillActiveListD(unsigned int const*, int const*, unsigned int*, unsigned int)",14000,222073748,15862.410571,0.6845,13600,21440,744.619572
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_scan_config<rocprim::ROCPRIM_400200_NS::default_config, unsigned int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, true, true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, thrust::THRUST_200805_400200_NS::plus<void>, unsigned int>(void*, unsigned long&, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned long, thrust::THRUST_200805_400200_NS::plus<void>, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, false> >(std::integral_constant<bool, false>, std::integral_constant<bool, false>) const::{lambda(auto:1)#1}, rocprim::ROCPRIM_400200_NS::detail::default_config_selector>(rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, true, true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, thrust::THRUST_200805_400200_NS::plus<void>, unsigned int>(void*, unsigned long&, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned long, thrust::THRUST_200805_400200_NS::plus<void>, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, false> >(std::integral_constant<bool, false>, std::integral_constant<bool, false>) const::{lambda(auto:1)#1})",14000,213998992,15285.642286,0.6596,13280,18241,555.357766
